tournamentId,match,move
471,13,[2 2]
471,14,[2 4]
471,15,[4 2]
471,16,[5 6]
471,17,[1 5]
471,18,[1 4]
471,19,[7 4]
471,20,[7 5]
471,21,[3 6]
471,22,[2 5]
471,23,[5 7]
471,24,[2 7]
471,25,[6 2]
471,26,[3 2]
471,27,[1 2]
471,28,[1 3]
471,29,[3 1]
471,30,[0 5]
471,31,[7 2]
471,32,[2 1]
471,33,[0 4]
471,34,[0 3]
471,35,[2 0]
471,36,[4 1]
471,37,[7 6]
471,38,[4 0]
471,39,[3 7]
471,40,[6 6]
471,41,[2 6]
471,42,[6 7]
471,43,[3 0]
471,44,[5 0]
471,45,[7 7]
471,46,[5 1]
471,47,[1 7]
471,48,[1 6]
471,49,[6 0]
471,50,[6 1]
471,51,[0 6]
471,52,[0 7]
471,53,[0 1]
471,54,[0 2]
471,55,[1 1]
471,56,[1 0]
471,57,[0 0]
471,58,[7 1]
471,59,[7 0]
472,0,[5 4]
472,1,[5 5]
472,2,[4 5]
472,3,[5 3]
472,4,[4 2]
472,5,[2 4]
472,6,[2 3]
472,7,[3 2]
472,8,[2 2]
472,9,[4 1]
472,10,[5 1]
472,11,[3 5]
472,12,[5 2]
472,13,[6 3]
472,14,[2 5]
472,15,[3 1]
472,16,[7 3]
472,17,[6 4]
472,18,[3 0]
472,19,[4 0]
472,20,[5 0]
472,21,[7 2]
472,22,[7 1]
472,23,[6 2]
472,24,[7 4]
472,25,[6 5]
472,26,[2 1]
472,27,[1 4]
472,28,[1 5]
472,29,[3 6]
472,30,[0 4]
472,31,[1 3]
472,32,[0 3]
472,33,[0 2]
472,34,[1 2]
472,35,[1 1]
472,36,[2 6]
472,37,[4 6]
472,38,[2 7]
472,39,[3 7]
472,40,[4 7]
472,41,[5 7]
472,42,[6 7]
472,43,[5 6]
472,44,[0 0]
472,45,[0 1]
472,46,[7 5]
472,47,[1 6]
472,48,[0 6]
472,49,[0 5]
472,50,[0 7]
472,51,[1 7]
472,52,[6 1]
472,53,[7 0]
472,54,[6 0]
472,55,[7 7]
472,56,[6 6]
472,57,[7 6]
472,58,[2 0]
472,59,[1 0]
473,0,[5 4]
473,1,[3 5]
473,2,[2 4]
473,3,[5 3]
473,4,[4 2]
473,5,[2 5]
473,6,[4 5]
473,7,[5 5]
473,8,[6 3]
473,9,[2 3]
473,10,[6 4]
473,11,[2 2]
473,12,[5 6]
473,13,[5 2]
473,14,[6 2]
473,15,[4 1]
473,16,[3 0]
473,17,[7 4]
473,18,[3 1]
473,19,[4 6]
473,20,[7 5]
473,21,[7 6]
473,22,[4 7]
473,23,[3 6]
473,24,[6 5]
473,25,[3 2]
473,26,[2 7]
473,27,[3 7]
473,28,[2 6]
473,29,[7 3]
473,30,[1 2]
473,31,[1 3]
473,32,[7 2]
473,33,[7 1]
473,34,[0 3]
473,35,[5 1]
473,36,[1 5]
473,37,[4 0]
473,38,[5 0]
473,39,[5 7]
473,40,[6 7]
473,41,[0 5]
473,42,[0 4]
473,43,[0 2]
473,44,[2 1]
473,45,[1 0]
473,46,[1 4]
473,47,[0 6]
473,48,[2 0]
473,49,[6 0]
473,50,[1 1]
473,51,[1 6]
473,52,[0 7]
473,53,[1 7]
473,54,[0 1]
473,55,[0 0]
473,56,[6 1]
473,57,[7 0]
473,58,[6 6]
473,59,[7 7]
474,0,[5 4]
474,1,[3 5]
474,2,[2 4]
474,3,[5 3]
474,4,[4 2]
474,5,[2 5]
474,6,[3 2]
474,7,[5 2]
474,8,[4 5]
474,9,[6 4]
474,10,[2 3]
474,11,[5 5]
474,12,[6 3]
474,13,[4 1]
474,14,[3 1]
474,15,[7 2]
474,16,[7 3]
474,17,[7 4]
474,18,[6 2]
474,19,[2 0]
474,20,[5 0]
474,21,[5 1]
474,22,[3 0]
474,23,[2 1]
474,24,[1 0]
474,25,[1 2]
474,26,[2 2]
474,27,[1 5]
474,28,[4 0]
474,29,[1 4]
474,30,[0 2]
474,31,[1 1]
474,32,[1 3]
474,33,[0 3]
474,34,[0 0]
474,35,[0 1]
474,36,[0 4]
474,37,[6 5]
474,38,[7 5]
474,39,[5 6]
474,40,[5 7]
474,41,[3 6]
474,42,[0 5]
474,43,[0 6]
474,44,[3 7]
474,45,[6 6]
474,46,[2 6]
474,47,[6 0]
474,48,[4 6]
474,49,[2 7]
474,50,[1 6]
474,51,[4 7]
474,52,[7 7]
474,53,[6 1]
474,54,[7 1]
474,55,[7 0]
474,56,[1 7]
474,57,[0 7]
474,58,[6 7]
474,59,[7 6]
475,0,[5 4]
475,1,[5 5]
475,2,[4 5]
475,3,[5 3]
475,4,[4 2]
475,5,[2 4]
475,6,[2 3]
475,7,[3 5]
475,8,[4 6]
475,9,[3 6]
475,10,[5 6]
475,11,[3 2]
475,12,[2 2]
475,13,[1 3]
475,14,[1 5]
475,15,[2 5]
475,16,[0 4]
475,17,[0 3]
475,18,[2 7]
475,19,[0 5]
475,20,[0 2]
475,21,[1 4]
475,22,[0 6]
475,23,[2 6]
475,24,[3 7]
475,25,[3 1]
475,26,[4 0]
475,27,[2 0]
475,28,[5 1]
475,29,[5 2]
475,30,[6 3]
475,31,[6 2]
475,32,[7 3]
475,33,[6 4]
475,34,[2 1]
475,35,[6 0]
475,36,[4 1]
475,37,[7 2]
475,38,[7 5]
475,39,[7 4]
475,40,[7 1]
475,41,[1 0]
475,42,[1 2]
475,43,[1 1]
475,44,[6 5]
475,45,[5 7]
475,46,[4 7]
475,47,[1 7]
475,48,[3 0]
475,49,[5 0]
475,50,[0 1]
475,51,[0 0]
475,52,[6 1]
475,53,[7 0]
475,54,[1 6]
475,55,[0 7]
475,56,[6 6]
475,57,[7 6]
475,58,[7 7]
475,59,[6 7]
476,0,[5 4]
476,1,[3 5]
476,2,[2 2]
476,3,[3 2]
476,4,[2 3]
476,5,[5 3]
476,6,[2 4]
476,7,[1 4]
476,8,[1 3]
476,9,[0 2]
476,10,[4 2]
476,11,[2 1]
476,12,[3 6]
476,13,[4 5]
476,14,[2 5]
476,15,[4 6]
476,16,[2 6]
476,17,[1 5]
476,18,[1 2]
476,19,[0 3]
476,20,[2 0]
476,21,[4 7]
476,22,[3 7]
476,23,[4 1]
476,24,[3 1]
476,25,[4 0]
476,26,[5 7]
476,27,[1 7]
476,28,[5 5]
476,29,[6 4]
476,30,[2 7]
476,31,[6 7]
476,32,[5 6]
476,33,[6 5]
476,34,[3 0]
476,35,[1 0]
476,36,[6 6]
476,37,[1 6]
476,38,[1 1]
476,39,[7 6]
476,40,[7 7]
476,41,[7 5]
476,42,[7 4]
476,43,[7 3]
476,44,[0 7]
476,45,[0 0]
476,46,[6 3]
476,47,[5 2]
476,48,[5 1]
476,49,[5 0]
476,50,[7 2]
476,51,[6 0]
476,52,[0 6]
476,53,[6 1]
476,54,[0 5]
476,55,[0 4]
476,56,[0 1]
476,57,[6 2]
476,58,[7 1]
476,59,[7 0]
477,0,[5 4]
477,1,[3 5]
477,2,[2 2]
477,3,[3 2]
477,4,[2 3]
477,5,[5 3]
477,6,[5 5]
477,7,[6 4]
477,8,[6 3]
477,9,[4 2]
477,10,[4 5]
477,11,[2 4]
477,12,[7 3]
477,13,[4 6]
477,14,[3 1]
477,15,[1 3]
477,16,[2 6]
477,17,[3 6]
477,18,[1 4]
477,19,[2 5]
477,20,[0 4]
477,21,[0 5]
477,22,[0 6]
477,23,[0 2]
477,24,[4 1]
477,25,[1 2]
477,26,[2 7]
477,27,[4 7]
477,28,[5 6]
477,29,[1 5]
477,30,[0 1]
477,31,[0 0]
477,32,[5 2]
477,33,[5 7]
477,34,[3 7]
477,35,[1 7]
477,36,[1 6]
477,37,[6 7]
477,38,[1 1]
477,39,[0 3]
477,40,[6 6]
477,41,[5 0]
477,42,[5 1]
477,43,[4 0]
477,44,[2 1]
477,45,[2 0]
477,46,[1 0]
477,47,[3 0]
477,48,[6 0]
477,49,[0 7]
477,50,[7 6]
477,51,[7 7]
477,52,[7 0]
477,53,[7 5]
477,54,[6 5]
477,55,[7 4]
477,56,[6 2]
477,57,[6 1]
477,58,[7 1]
477,59,[7 2]
478,0,[5 4]
478,1,[3 5]
478,2,[2 2]
478,3,[3 2]
478,4,[2 3]
478,5,[5 3]
478,6,[5 5]
478,7,[5 2]
478,8,[4 5]
478,9,[4 6]
478,10,[3 6]
478,11,[2 4]
478,12,[4 2]
478,13,[4 1]
478,14,[6 3]
478,15,[6 2]
478,16,[5 0]
478,17,[3 0]
478,18,[3 7]
478,19,[7 3]
478,20,[5 1]
478,21,[3 1]
478,22,[2 0]
478,23,[1 0]
478,24,[2 1]
478,25,[1 3]
478,26,[0 4]
478,27,[0 3]
478,28,[1 5]
478,29,[0 5]
478,30,[1 4]
478,31,[6 4]
478,32,[6 5]
478,33,[5 6]
478,34,[7 4]
478,35,[7 2]
478,36,[2 5]
478,37,[1 2]
478,38,[7 1]
478,39,[5 7]
478,40,[2 6]
478,41,[7 6]
478,42,[4 7]
478,43,[2 7]
478,44,[1 6]
478,45,[6 6]
478,46,[0 1]
478,47,[1 1]
478,48,[4 0]
478,49,[6 0]
478,50,[6 1]
478,51,[1 7]
478,52,[0 7]
478,53,[0 6]
478,54,[0 2]
478,55,[7 0]
478,56,[7 5]
478,57,[6 7]
478,58,[7 7]
478,59,[0 0]
479,0,[5 4]
479,1,[3 5]
479,2,[2 2]
479,3,[3 2]
479,4,[2 3]
479,5,[5 3]
479,6,[5 5]
479,7,[5 2]
479,8,[4 5]
479,9,[2 5]
479,10,[2 4]
479,11,[4 6]
479,12,[3 6]
479,13,[4 7]
479,14,[2 7]
479,15,[1 2]
479,16,[4 2]
479,17,[3 1]
479,18,[6 3]
479,19,[1 5]
479,20,[1 3]
479,21,[7 4]
479,22,[1 4]
479,23,[0 5]
479,24,[0 4]
479,25,[6 4]
479,26,[6 5]
479,27,[0 2]
479,28,[0 3]
479,29,[7 5]
479,30,[2 6]
479,31,[3 7]
479,32,[5 7]
479,33,[5 6]
479,34,[6 2]
479,35,[7 2]
479,36,[7 3]
479,37,[6 6]
479,38,[2 1]
479,39,[1 0]
479,40,[7 7]
479,41,[7 6]
479,42,[6 7]
479,43,[1 7]
479,44,[0 7]
479,45,[0 6]
479,46,[1 6]
479,47,[1 1]
479,48,[0 0]
479,49,[0 1]
479,50,[4 1]
479,51,[5 0]
479,52,[2 0]
479,53,[5 1]
479,54,[3 0]
479,55,[4 0]
479,56,[6 0]
479,57,[6 1]
479,58,[7 0]
479,59,[7 1]
480,0,[5 4]
480,1,[3 5]
480,2,[2 2]
480,3,[3 2]
480,4,[2 3]
480,5,[5 3]
480,6,[5 5]
480,7,[6 4]
480,8,[4 2]
480,9,[5 2]
480,10,[4 5]
480,11,[5 6]
480,12,[7 4]
480,13,[1 3]
480,14,[6 5]
480,15,[4 6]
480,16,[2 5]
480,17,[3 6]
480,18,[1 4]
480,19,[6 3]
480,20,[2 4]
480,21,[4 1]
480,22,[2 6]
480,23,[2 1]
480,24,[1 2]
480,25,[1 5]
480,26,[0 4]
480,27,[2 7]
480,28,[7 2]
480,29,[7 3]
480,30,[2 0]
480,31,[1 1]
480,32,[3 1]
480,33,[3 0]
480,34,[5 0]
480,35,[4 0]
480,36,[0 1]
480,37,[0 6]
480,38,[0 5]
480,39,[0 3]
480,40,[5 1]
480,41,[7 5]
480,42,[6 6]
480,43,[6 2]
480,44,[0 2]
480,45,[0 0]
480,46,[1 0]
480,47,[1 6]
480,48,[0 7]
480,49,[1 7]
480,50,[4 7]
480,51,[3 7]
480,52,[5 7]
480,53,[7 7]
480,54,[6 7]
480,55,[7 6]
480,56,[6 1]
480,57,[7 0]
480,58,[7 1]
480,59,[6 0]
481,0,[5 4]
481,1,[5 5]
481,2,[4 5]
481,3,[5 3]
481,4,[4 2]
481,5,[2 4]
481,6,[2 3]
481,7,[3 5]
481,8,[1 4]
481,9,[3 2]
481,10,[2 2]
481,11,[4 1]
481,12,[5 2]
481,13,[6 3]
481,14,[6 2]
481,15,[5 1]
481,16,[7 3]
481,17,[2 1]
481,18,[3 1]
481,19,[1 5]
481,20,[4 0]
481,21,[3 0]
481,22,[5 0]
481,23,[6 4]
481,24,[2 5]
481,25,[0 4]
481,26,[2 0]
481,27,[7 4]
481,28,[3 6]
481,29,[2 7]
481,30,[1 3]
481,31,[2 6]
481,32,[0 3]
481,33,[0 2]
481,34,[1 2]
481,35,[0 1]
481,36,[0 5]
481,37,[0 6]
481,38,[7 5]
481,39,[6 5]
481,40,[7 6]
481,41,[7 2]
481,42,[7 1]
481,43,[6 1]
481,44,[4 6]
481,45,[6 6]
481,46,[7 7]
481,47,[5 6]
481,48,[1 1]
481,49,[0 0]
481,50,[1 0]
481,51,[1 6]
481,52,[6 0]
481,53,[7 0]
481,54,[6 7]
481,55,[5 7]
481,56,[4 7]
481,57,[3 7]
481,58,[1 7]
481,59,[0 7]
482,0,[5 4]
482,1,[3 5]
482,2,[2 2]
482,3,[3 2]
482,4,[2 3]
482,5,[5 3]
482,6,[5 5]
482,7,[5 2]
482,8,[4 5]
482,9,[4 6]
482,10,[3 6]
482,11,[6 5]
482,12,[6 4]
482,13,[2 4]
482,14,[1 5]
482,15,[2 5]
482,16,[1 4]
482,17,[2 6]
482,18,[5 7]
482,19,[4 7]
482,20,[5 6]
482,21,[7 5]
482,22,[3 1]
482,23,[6 3]
482,24,[2 7]
482,25,[1 2]
482,26,[3 7]
482,27,[4 2]
482,28,[7 2]
482,29,[7 3]
482,30,[6 2]
482,31,[5 1]
482,32,[1 3]
482,33,[0 4]
482,34,[0 3]
482,35,[0 6]
482,36,[0 5]
482,37,[0 2]
482,38,[2 1]
482,39,[4 1]
482,40,[4 0]
482,41,[5 0]
482,42,[1 1]
482,43,[1 7]
482,44,[0 7]
482,45,[0 0]
482,46,[0 1]
482,47,[1 6]
482,48,[6 0]
482,49,[7 1]
482,50,[7 4]
482,51,[3 0]
482,52,[7 0]
482,53,[6 1]
482,54,[7 6]
482,55,[6 7]
482,56,[6 6]
482,57,[7 7]
482,58,[2 0]
482,59,[1 0]
483,0,[5 4]
483,1,[3 5]
483,2,[2 2]
483,3,[3 2]
483,4,[2 3]
483,5,[5 3]
483,6,[2 4]
483,7,[1 2]
483,8,[2 1]
483,9,[4 2]
483,10,[3 1]
483,11,[2 5]
483,12,[1 3]
483,13,[0 2]
483,14,[1 4]
483,15,[0 3]
483,16,[0 5]
483,17,[1 5]
483,18,[3 6]
483,19,[4 6]
483,20,[2 6]
483,21,[4 1]
483,22,[6 2]
483,23,[6 3]
483,24,[7 2]
483,25,[2 7]
483,26,[5 7]
483,27,[4 7]
483,28,[0 4]
483,29,[0 6]
483,30,[5 0]
483,31,[5 6]
483,32,[5 1]
483,33,[5 2]
483,34,[6 4]
483,35,[7 3]
483,36,[7 4]
483,37,[6 5]
483,38,[5 5]
483,39,[2 0]
483,40,[7 5]
483,41,[3 0]
483,42,[4 0]
483,43,[4 5]
483,44,[3 7]
483,45,[6 7]
483,46,[6 6]
483,47,[7 7]
483,48,[7 6]
483,49,[7 1]
483,50,[6 1]
483,51,[6 0]
483,52,[7 0]
483,53,[1 1]
483,54,[0 1]
483,55,[0 0]
483,56,[1 0]
483,57,[1 7]
483,58,[1 6]
483,59,[0 7]
484,0,[5 4]
484,1,[3 5]
484,2,[2 2]
484,3,[5 3]
484,4,[5 5]
484,5,[3 2]
484,6,[2 5]
484,7,[6 5]
484,8,[4 5]
484,9,[2 4]
484,10,[2 3]
484,11,[5 6]
484,12,[4 1]
484,13,[3 1]
484,14,[5 2]
484,15,[4 2]
484,16,[6 4]
484,17,[4 6]
484,18,[3 6]
484,19,[6 2]
484,20,[4 7]
484,21,[7 5]
484,22,[6 3]
484,23,[1 3]
484,24,[5 7]
484,25,[5 1]
484,26,[7 3]
484,27,[7 4]
484,28,[7 6]
484,29,[2 7]
484,30,[3 7]
484,31,[6 7]
484,32,[7 2]
484,33,[1 2]
484,34,[7 1]
484,35,[1 4]
484,36,[2 6]
484,37,[1 7]
484,38,[5 0]
484,39,[6 1]
484,40,[4 0]
484,41,[3 0]
484,42,[7 0]
484,43,[6 0]
484,44,[2 1]
484,45,[2 0]
484,46,[1 1]
484,47,[0 2]
484,48,[1 0]
484,49,[6 6]
484,50,[1 6]
484,51,[0 6]
484,52,[0 7]
484,53,[0 5]
484,54,[7 7]
484,55,[1 5]
484,56,[0 0]
484,57,[0 4]
484,58,[0 3]
484,59,[0 1]
485,0,[5 4]
485,1,[5 5]
485,2,[4 5]
485,3,[5 3]
485,4,[6 4]
485,5,[4 6]
485,6,[5 6]
485,7,[3 5]
485,8,[5 2]
485,9,[6 5]
485,10,[3 7]
485,11,[7 4]
485,12,[4 2]
485,13,[3 6]
485,14,[2 2]
485,15,[3 2]
485,16,[2 3]
485,17,[2 4]
485,18,[2 7]
485,19,[4 1]
485,20,[6 3]
485,21,[1 3]
485,22,[7 3]
485,23,[7 2]
485,24,[7 5]
485,25,[5 7]
485,26,[4 7]
485,27,[1 7]
485,28,[2 6]
485,29,[7 6]
485,30,[1 2]
485,31,[1 4]
485,32,[2 5]
485,33,[1 5]
485,34,[0 5]
485,35,[0 4]
485,36,[0 3]
485,37,[6 7]
485,38,[4 0]
485,39,[3 1]
485,40,[3 0]
485,41,[5 1]
485,42,[6 0]
485,43,[5 0]
485,44,[0 6]
485,45,[7 0]
485,46,[6 1]
485,47,[1 1]
485,48,[2 1]
485,49,[2 0]
485,50,[0 1]
485,51,[1 0]
485,52,[6 6]
485,53,[7 1]
485,54,[6 2]
485,55,[0 2]
485,56,[0 0]
485,57,[0 7]
485,58,[1 6]
486,0,[5 4]
486,1,[3 5]
486,2,[2 2]
486,3,[3 2]
486,4,[2 3]
486,5,[5 3]
486,6,[5 5]
486,7,[5 2]
486,8,[4 2]
486,9,[1 3]
486,10,[1 4]
486,11,[4 5]
486,12,[4 6]
486,13,[6 4]
486,14,[6 5]
486,15,[5 6]
486,16,[2 4]
486,17,[2 6]
486,18,[7 3]
486,19,[5 7]
486,20,[3 6]
486,21,[2 7]
486,22,[0 3]
486,23,[4 1]
486,24,[6 3]
486,25,[6 2]
486,26,[3 1]
486,27,[7 2]
486,28,[5 0]
486,29,[7 5]
486,30,[7 4]
486,31,[5 1]
486,32,[4 0]
486,33,[2 5]
486,34,[6 6]
486,35,[2 0]
486,36,[3 0]
486,37,[1 5]
486,38,[0 6]
486,39,[6 0]
486,40,[6 7]
486,41,[7 7]
486,42,[7 6]
486,43,[1 2]
486,44,[2 1]
486,45,[0 5]
486,46,[0 4]
486,47,[1 0]
486,48,[6 1]
486,49,[7 0]
486,50,[7 1]
486,51,[0 1]
486,52,[4 7]
486,53,[3 7]
486,54,[1 7]
486,55,[0 2]
486,56,[0 0]
486,57,[1 1]
486,58,[1 6]
486,59,[0 7]
487,0,[5 4]
487,1,[3 5]
487,2,[2 3]
487,3,[3 2]
487,4,[2 2]
487,5,[5 3]
487,6,[2 4]
487,7,[1 3]
487,8,[1 4]
487,9,[4 5]
487,10,[5 5]
487,11,[2 5]
487,12,[5 2]
487,13,[4 2]
487,14,[4 6]
487,15,[1 2]
487,16,[3 1]
487,17,[6 4]
487,18,[6 3]
487,19,[4 1]
487,20,[2 1]
487,21,[4 7]
487,22,[7 4]
487,23,[6 5]
487,24,[3 0]
487,25,[7 5]
487,26,[7 6]
487,27,[7 2]
487,28,[5 6]
487,29,[2 0]
487,30,[1 0]
487,31,[5 0]
487,32,[0 2]
487,33,[0 3]
487,34,[0 4]
487,35,[1 5]
487,36,[0 5]
487,37,[3 6]
487,38,[6 2]
487,39,[7 1]
487,40,[2 7]
487,41,[3 7]
487,42,[5 7]
487,43,[2 6]
487,44,[5 1]
487,45,[6 1]
487,46,[1 6]
487,47,[0 7]
487,48,[0 6]
487,49,[1 7]
487,50,[7 0]
487,51,[7 3]
487,52,[6 7]
487,53,[6 6]
487,54,[7 7]
487,55,[0 1]
487,56,[1 1]
487,57,[0 0]
487,58,[4 0]
487,59,[6 0]
488,0,[5 4]
488,1,[5 5]
488,2,[4 5]
488,3,[5 3]
488,4,[6 5]
488,5,[5 6]
488,6,[6 4]
488,7,[4 6]
488,8,[3 5]
488,9,[2 3]
488,10,[3 6]
488,11,[2 4]
488,12,[2 5]
488,13,[3 7]
488,14,[1 4]
488,15,[1 3]
488,16,[2 6]
488,17,[0 5]
488,18,[2 7]
488,19,[1 7]
488,20,[5 7]
488,21,[1 5]
488,22,[0 3]
488,23,[7 3]
488,24,[4 2]
488,25,[6 3]
488,26,[7 5]
488,27,[5 2]
488,28,[3 2]
488,29,[0 4]
488,30,[6 6]
488,31,[0 2]
488,32,[4 7]
488,33,[5 1]
488,34,[2 2]
488,35,[7 4]
488,36,[0 7]
488,37,[3 1]
488,38,[4 1]
488,39,[7 7]
488,40,[7 6]
488,41,[6 7]
488,42,[1 2]
488,43,[4 0]
488,44,[5 0]
488,45,[6 0]
488,46,[2 0]
488,47,[2 1]
488,48,[0 6]
488,49,[1 6]
488,50,[0 1]
488,51,[1 1]
488,52,[1 0]
488,53,[6 2]
488,54,[7 1]
488,55,[7 2]
488,56,[6 1]
488,57,[7 0]
488,58,[3 0]
488,59,[0 0]
489,0,[5 4]
489,1,[3 5]
489,2,[2 2]
489,3,[3 2]
489,4,[2 3]
489,5,[5 3]
489,6,[4 5]
489,7,[1 3]
489,8,[2 4]
489,9,[2 5]
489,10,[6 3]
489,11,[1 4]
489,12,[1 2]
489,13,[4 2]
489,14,[3 6]
489,15,[5 2]
489,16,[2 1]
489,17,[4 1]
489,18,[3 1]
489,19,[5 1]
489,20,[6 2]
489,21,[3 7]
489,22,[0 3]
489,23,[0 2]
489,24,[0 5]
489,25,[3 0]
489,26,[2 0]
489,27,[4 0]
489,28,[5 0]
489,29,[5 5]
489,30,[1 5]
489,31,[6 4]
489,32,[7 4]
489,33,[7 5]
489,34,[4 6]
489,35,[7 3]
489,36,[7 2]
489,37,[7 1]
489,38,[6 5]
489,39,[4 7]
489,40,[5 7]
489,41,[7 6]
489,42,[2 7]
489,43,[0 4]
489,44,[2 6]
489,45,[5 6]
489,46,[0 1]
489,47,[1 7]
489,48,[0 7]
489,49,[0 6]
489,50,[1 6]
489,51,[0 0]
489,52,[6 7]
489,53,[1 0]
489,54,[1 1]
489,55,[6 0]
489,56,[6 6]
489,57,[7 7]
489,58,[6 1]
489,59,[7 0]
490,0,[5 4]
490,1,[5 5]
490,2,[4 5]
490,3,[5 3]
490,4,[4 2]
490,5,[2 4]
490,6,[2 5]
490,7,[3 2]
490,8,[5 2]
490,9,[4 6]
490,10,[6 3]
490,11,[3 5]
490,12,[2 6]
490,13,[3 6]
490,14,[6 4]
490,15,[1 4]
490,16,[2 1]
490,17,[3 1]
490,18,[2 2]
490,19,[4 1]
490,20,[5 0]
490,21,[4 0]
490,22,[3 0]
490,23,[2 3]
490,24,[1 3]
490,25,[2 7]
490,26,[0 5]
490,27,[0 3]
490,28,[1 5]
490,29,[7 4]
490,30,[7 5]
490,31,[7 6]
490,32,[5 1]
490,33,[0 2]
490,34,[1 2]
490,35,[7 3]
490,36,[6 5]
490,37,[5 6]
490,38,[4 7]
490,39,[5 7]
490,40,[3 7]
490,41,[1 0]
490,42,[6 2]
490,43,[0 1]
490,44,[6 6]
490,45,[7 7]
490,46,[6 7]
490,47,[7 2]
490,48,[6 1]
490,49,[0 4]
490,50,[2 0]
490,51,[6 0]
490,52,[0 0]
490,53,[1 1]
490,54,[7 0]
490,55,[7 1]
490,56,[1 7]
490,57,[0 7]
490,58,[1 6]
490,59,[0 6]
491,0,[5 4]
491,1,[3 5]
491,2,[2 3]
491,3,[3 2]
491,4,[2 2]
491,5,[5 3]
491,6,[4 2]
491,7,[6 4]
491,8,[4 5]
491,9,[2 4]
491,10,[5 5]
491,11,[5 2]
491,12,[6 5]
491,13,[1 3]
491,14,[6 3]
491,15,[4 1]
491,16,[5 1]
491,17,[7 3]
491,18,[7 2]
491,19,[6 2]
491,20,[7 4]
491,21,[5 0]
491,22,[7 1]
491,23,[3 1]
491,24,[3 0]
491,25,[4 0]
491,26,[6 0]
491,27,[4 6]
491,28,[2 0]
491,29,[7 6]
491,30,[5 6]
491,31,[5 7]
491,32,[2 1]
491,33,[1 1]
491,34,[1 0]
491,35,[7 5]
491,36,[7 7]
491,37,[6 1]
491,38,[0 3]
491,39,[1 4]
491,40,[7 0]
491,41,[0 2]
491,42,[0 0]
491,43,[0 1]
491,44,[1 2]
491,45,[0 4]
491,46,[0 5]
491,47,[1 5]
491,48,[0 6]
491,49,[1 6]
491,50,[4 7]
491,51,[6 7]
491,52,[6 6]
491,53,[3 7]
491,54,[2 7]
491,55,[1 7]
491,56,[3 6]
491,57,[2 6]
491,58,[2 5]
491,59,[0 7]
492,0,[5 4]
492,1,[5 5]
492,2,[4 5]
492,3,[5 3]
492,4,[4 2]
492,5,[2 4]
492,6,[6 4]
492,7,[6 2]
492,8,[6 5]
492,9,[5 2]
492,10,[5 1]
492,11,[4 1]
492,12,[3 5]
492,13,[6 3]
492,14,[2 3]
492,15,[2 2]
492,16,[1 3]
492,17,[1 5]
492,18,[1 2]
492,19,[0 3]
492,20,[3 2]
492,21,[3 1]
492,22,[5 0]
492,23,[2 5]
492,24,[2 1]
492,25,[2 6]
492,26,[0 4]
492,27,[0 5]
492,28,[3 6]
492,29,[5 6]
492,30,[4 6]
492,31,[5 7]
492,32,[3 7]
492,33,[4 7]
492,34,[6 7]
492,35,[7 4]
492,36,[7 5]
492,37,[7 6]
492,38,[1 4]
492,39,[2 7]
492,40,[1 7]
492,41,[0 2]
492,42,[7 2]
492,43,[1 6]
492,44,[6 1]
492,45,[6 6]
492,46,[0 7]
492,47,[0 6]
492,48,[1 1]
492,49,[7 0]
492,50,[0 1]
492,51,[6 0]
492,52,[7 7]
492,53,[7 3]
492,54,[7 1]
492,55,[4 0]
492,56,[3 0]
492,57,[2 0]
492,58,[1 0]
492,59,[0 0]
493,0,[5 4]
493,1,[3 5]
493,2,[2 4]
493,3,[5 3]
493,4,[4 2]
493,5,[2 5]
493,6,[3 2]
493,7,[5 5]
493,8,[4 5]
493,9,[3 6]
493,10,[6 2]
493,11,[2 3]
493,12,[1 3]
493,13,[1 2]
493,14,[1 5]
493,15,[2 2]
493,16,[1 4]
493,17,[6 3]
493,18,[2 6]
493,19,[2 7]
493,20,[4 6]
493,21,[3 1]
493,22,[4 7]
493,23,[5 7]
493,24,[5 2]
493,25,[5 6]
493,26,[6 7]
493,27,[6 4]
493,28,[7 3]
493,29,[5 1]
493,30,[2 1]
493,31,[0 3]
493,32,[4 1]
493,33,[3 0]
493,34,[7 5]
493,35,[4 0]
493,36,[0 4]
493,37,[0 2]
493,38,[5 0]
493,39,[6 0]
493,40,[1 0]
493,41,[0 5]
493,42,[6 5]
493,43,[3 7]
493,44,[1 7]
493,45,[6 1]
493,46,[0 1]
493,47,[1 6]
493,48,[0 7]
493,49,[0 6]
493,50,[6 6]
493,51,[7 7]
493,52,[7 6]
493,53,[7 4]
493,54,[7 2]
493,55,[7 1]
493,56,[7 0]
493,57,[2 0]
493,58,[1 1]
493,59,[0 0]
494,0,[5 4]
494,1,[3 5]
494,2,[2 2]
494,3,[3 2]
494,4,[2 3]
494,5,[5 3]
494,6,[2 4]
494,7,[1 2]
494,8,[2 1]
494,9,[4 5]
494,10,[2 5]
494,11,[1 3]
494,12,[1 4]
494,13,[3 1]
494,14,[5 6]
494,15,[2 6]
494,16,[5 2]
494,17,[0 4]
494,18,[3 6]
494,19,[4 7]
494,20,[1 5]
494,21,[5 5]
494,22,[4 2]
494,23,[4 1]
494,24,[2 7]
494,25,[5 7]
494,26,[2 0]
494,27,[6 5]
494,28,[3 0]
494,29,[4 6]
494,30,[6 3]
494,31,[0 5]
494,32,[0 2]
