tournamentId,match,move
337,0,[5 4]
337,1,[5 3]
337,2,[4 2]
337,3,[3 1]
337,4,[4 1]
337,5,[3 5]
337,6,[5 2]
337,7,[6 3]
337,8,[3 2]
337,9,[4 0]
337,10,[2 4]
337,11,[5 1]
337,12,[2 2]
337,13,[6 5]
337,14,[6 4]
337,15,[5 5]
337,16,[2 0]
337,17,[4 5]
337,18,[7 3]
337,19,[7 2]
337,20,[6 2]
337,21,[2 5]
337,22,[3 0]
337,23,[7 4]
337,24,[5 0]
337,25,[1 4]
337,26,[4 6]
337,27,[5 6]
337,28,[5 7]
337,29,[2 3]
337,30,[7 5]
337,31,[7 6]
337,32,[3 6]
337,33,[3 7]
337,34,[1 5]
337,35,[2 7]
337,36,[2 6]
337,37,[0 5]
337,38,[1 2]
337,39,[7 1]
337,40,[0 3]
337,41,[1 7]
337,42,[6 6]
337,43,[0 4]
337,44,[1 3]
337,45,[7 7]
337,46,[0 6]
337,47,[6 7]
337,48,[1 6]
337,49,[2 1]
337,50,[1 1]
337,51,[0 0]
337,52,[1 0]
337,53,[0 7]
337,54,[0 2]
337,55,[6 1]
337,56,[6 0]
337,57,[0 1]
337,58,[4 7]
338,0,[5 4]
338,1,[5 5]
338,2,[4 5]
338,3,[5 3]
338,4,[2 2]
338,5,[2 5]
338,6,[3 5]
338,7,[2 4]
338,8,[2 3]
338,9,[4 2]
338,10,[3 2]
338,11,[1 3]
338,12,[1 4]
338,13,[2 6]
338,14,[3 6]
338,15,[0 4]
338,16,[5 2]
338,17,[3 7]
338,18,[1 5]
338,19,[4 6]
338,20,[0 5]
338,21,[0 6]
338,22,[0 2]
338,23,[1 2]
338,24,[2 7]
338,25,[1 7]
338,26,[6 3]
338,27,[4 1]
338,28,[5 1]
338,29,[7 3]
338,30,[5 0]
338,31,[4 0]
338,32,[6 4]
338,33,[7 5]
338,34,[6 6]
338,35,[6 5]
338,36,[3 1]
338,37,[7 7]
338,38,[3 0]
338,39,[2 0]
338,40,[1 0]
338,41,[2 1]
338,42,[0 3]
338,43,[0 1]
338,44,[6 2]
338,45,[7 2]
338,46,[7 6]
338,47,[6 1]
338,48,[7 4]
338,49,[1 1]
338,50,[0 0]
338,51,[1 6]
338,52,[7 0]
338,53,[7 1]
338,54,[6 0]
338,55,[5 7]
338,56,[5 6]
338,57,[6 7]
338,58,[4 7]
338,59,[0 7]
339,0,[5 4]
339,1,[5 5]
339,2,[4 5]
339,3,[5 3]
339,4,[2 2]
339,5,[3 6]
339,6,[4 2]
339,7,[3 5]
339,8,[4 6]
339,9,[2 4]
339,10,[2 3]
339,11,[3 2]
339,12,[2 5]
339,13,[5 2]
339,14,[3 1]
339,15,[2 6]
339,16,[3 7]
339,17,[1 4]
339,18,[1 3]
339,19,[4 1]
339,20,[2 7]
339,21,[5 6]
339,22,[6 5]
339,23,[1 5]
339,24,[1 2]
339,25,[5 7]
339,26,[0 3]
339,27,[0 4]
339,28,[0 5]
339,29,[6 4]
339,30,[7 4]
339,31,[2 1]
339,32,[5 0]
339,33,[4 0]
339,34,[6 3]
339,35,[6 2]
339,36,[5 1]
339,37,[7 5]
339,38,[7 2]
339,39,[0 1]
339,40,[4 7]
339,41,[1 7]
339,42,[6 6]
339,43,[7 7]
339,44,[6 7]
339,45,[7 6]
339,46,[0 7]
339,47,[7 3]
339,48,[0 2]
339,49,[7 1]
339,50,[6 1]
339,51,[6 0]
339,52,[0 0]
339,53,[1 1]
339,54,[1 6]
339,55,[0 6]
339,56,[3 0]
339,57,[7 0]
339,58,[1 0]
339,59,[2 0]
340,0,[5 4]
340,1,[3 5]
340,2,[2 2]
340,3,[3 2]
340,4,[2 3]
340,5,[5 3]
340,6,[5 5]
340,7,[6 4]
340,8,[4 5]
340,9,[2 4]
340,10,[5 2]
340,11,[5 6]
340,12,[4 6]
340,13,[4 2]
340,14,[6 3]
340,15,[1 4]
340,16,[4 1]
340,17,[3 1]
340,18,[6 2]
340,19,[5 7]
340,20,[1 3]
340,21,[5 0]
340,22,[5 1]
340,23,[7 4]
340,24,[7 2]
340,25,[6 5]
340,26,[0 5]
340,27,[6 0]
340,28,[3 0]
340,29,[0 3]
340,30,[2 0]
340,31,[2 5]
340,32,[1 5]
340,33,[7 3]
340,34,[0 2]
340,35,[0 1]
340,36,[3 6]
340,37,[7 1]
340,38,[2 1]
340,39,[1 2]
340,40,[2 6]
340,41,[4 7]
340,42,[3 7]
340,43,[2 7]
340,44,[0 4]
340,45,[0 6]
340,46,[6 6]
340,47,[7 7]
340,48,[6 7]
340,49,[1 1]
340,50,[4 0]
340,51,[1 0]
340,52,[0 0]
340,53,[7 0]
340,54,[7 5]
340,55,[7 6]
340,56,[6 1]
340,57,[1 6]
340,58,[1 7]
340,59,[0 7]
341,0,[5 4]
341,1,[3 5]
341,2,[2 4]
341,3,[5 3]
341,4,[4 2]
341,5,[2 5]
341,6,[3 2]
341,7,[5 5]
341,8,[4 5]
341,9,[3 6]
341,10,[6 2]
341,11,[2 3]
341,12,[1 3]
341,13,[1 2]
341,14,[6 4]
341,15,[2 2]
341,16,[1 4]
341,17,[0 4]
341,18,[0 3]
341,19,[0 2]
341,20,[1 5]
341,21,[0 5]
341,22,[5 6]
341,23,[6 5]
341,24,[4 6]
341,25,[5 7]
341,26,[7 5]
341,27,[6 3]
341,28,[5 2]
341,29,[7 4]
341,30,[7 3]
341,31,[2 1]
341,32,[3 7]
341,33,[4 1]
341,34,[2 7]
341,35,[6 6]
341,36,[2 6]
341,37,[4 7]
341,38,[3 1]
341,39,[5 1]
341,40,[5 0]
341,41,[3 0]
341,42,[1 0]
341,43,[6 7]
341,44,[1 6]
341,45,[4 0]
341,46,[2 0]
341,47,[7 2]
341,48,[6 1]
341,49,[0 6]
341,50,[0 7]
341,51,[1 7]
341,52,[1 1]
341,53,[7 0]
341,54,[0 1]
341,55,[7 1]
341,56,[6 0]
341,57,[0 0]
341,58,[7 7]
341,59,[7 6]
342,0,[5 4]
342,1,[3 5]
342,2,[2 2]
342,3,[3 2]
342,4,[2 3]
342,5,[5 3]
342,6,[5 5]
342,7,[5 2]
342,8,[4 5]
342,9,[4 6]
342,10,[3 6]
342,11,[6 5]
342,12,[6 4]
342,13,[2 4]
342,14,[1 5]
342,15,[2 5]
342,16,[1 4]
342,17,[3 7]
342,18,[2 6]
342,19,[1 3]
342,20,[2 7]
342,21,[1 7]
342,22,[3 1]
342,23,[4 2]
342,24,[5 7]
342,25,[4 1]
342,26,[2 1]
342,27,[1 2]
342,28,[0 2]
342,29,[0 4]
342,30,[0 5]
342,31,[0 6]
342,32,[5 0]
342,33,[7 4]
342,34,[0 1]
342,35,[1 6]
342,36,[1 1]
342,37,[4 0]
342,38,[7 5]
342,39,[0 0]
342,40,[0 3]
342,41,[1 0]
342,42,[7 3]
342,43,[6 6]
342,44,[6 3]
342,45,[7 2]
342,46,[4 7]
342,47,[5 6]
342,48,[6 2]
342,49,[5 1]
342,50,[7 1]
342,51,[7 6]
342,52,[7 7]
342,53,[6 7]
342,54,[2 0]
342,55,[3 0]
342,56,[6 1]
342,57,[6 0]
342,58,[7 0]
342,59,[0 7]
343,0,[5 4]
343,1,[3 5]
343,2,[2 2]
343,3,[3 2]
343,4,[2 3]
343,5,[5 3]
343,6,[2 4]
343,7,[1 2]
343,8,[2 1]
343,9,[4 2]
343,10,[3 1]
343,11,[2 5]
343,12,[1 3]
343,13,[1 4]
343,14,[6 3]
343,15,[4 1]
343,16,[5 2]
343,17,[5 1]
343,18,[4 0]
343,19,[4 5]
343,20,[5 0]
343,21,[5 5]
343,22,[0 2]
343,23,[2 0]
343,24,[0 3]
343,25,[3 0]
343,26,[1 5]
343,27,[6 0]
343,28,[2 6]
343,29,[3 6]
343,30,[4 7]
343,31,[3 7]
343,32,[2 7]
343,33,[4 6]
343,34,[5 7]
343,35,[6 5]
343,36,[6 4]
343,37,[7 2]
343,38,[5 6]
343,39,[7 5]
343,40,[6 2]
343,41,[6 6]
343,42,[7 4]
343,43,[7 6]
343,44,[7 7]
343,45,[6 7]
343,46,[1 0]
343,47,[0 0]
343,48,[1 1]
343,49,[0 4]
343,50,[0 5]
343,51,[7 3]
343,52,[6 1]
343,53,[1 7]
343,54,[0 7]
343,55,[0 1]
343,56,[7 1]
343,57,[7 0]
343,58,[1 6]
343,59,[0 6]
344,0,[5 4]
344,1,[3 5]
344,2,[2 4]
344,3,[5 3]
344,4,[4 2]
344,5,[5 5]
344,6,[5 2]
344,7,[4 1]
344,8,[3 2]
344,9,[2 5]
344,10,[4 5]
344,11,[3 6]
344,12,[6 2]
344,13,[1 4]
344,14,[6 4]
344,15,[2 2]
344,16,[2 3]
344,17,[3 1]
344,18,[4 0]
344,19,[1 3]
344,20,[5 6]
344,21,[6 3]
344,22,[4 6]
344,23,[7 4]
344,24,[7 5]
344,25,[7 6]
344,26,[7 3]
344,27,[7 2]
344,28,[6 5]
344,29,[3 0]
344,30,[2 7]
344,31,[5 0]
344,32,[2 6]
344,33,[3 7]
344,34,[4 7]
344,35,[6 7]
344,36,[5 1]
344,37,[6 0]
344,38,[1 5]
344,39,[6 6]
344,40,[0 4]
344,41,[0 3]
344,42,[5 7]
344,43,[1 7]
344,44,[7 7]
344,45,[0 5]
344,46,[6 1]
344,47,[7 0]
344,48,[7 1]
344,49,[0 7]
344,50,[1 2]
344,51,[2 1]
344,52,[1 6]
344,53,[0 6]
344,54,[1 0]
344,55,[2 0]
344,56,[1 1]
344,57,[0 0]
344,58,[0 2]
344,59,[0 1]
345,0,[5 4]
345,1,[5 5]
345,2,[4 5]
345,3,[5 3]
345,4,[2 2]
345,5,[3 5]
345,6,[5 2]
345,7,[4 2]
345,8,[3 2]
345,9,[2 4]
345,10,[6 3]
345,11,[6 2]
345,12,[6 4]
345,13,[7 3]
345,14,[7 2]
345,15,[4 1]
345,16,[7 4]
345,17,[5 1]
345,18,[3 0]
345,19,[2 3]
345,20,[1 3]
345,21,[4 0]
345,22,[3 1]
345,23,[2 0]
345,24,[6 0]
345,25,[1 4]
345,26,[7 5]
345,27,[0 3]
345,28,[6 5]
345,29,[2 1]
345,30,[5 6]
345,31,[6 6]
345,32,[4 6]
345,33,[4 7]
345,34,[7 7]
345,35,[6 7]
345,36,[5 7]
345,37,[7 6]
345,38,[3 7]
345,39,[3 6]
345,40,[2 7]
345,41,[2 6]
345,42,[1 2]
345,43,[2 5]
345,44,[1 7]
345,45,[5 0]
345,46,[1 0]
345,47,[6 1]
345,48,[0 4]
345,49,[0 5]
345,50,[1 5]
345,51,[1 6]
345,52,[7 1]
345,53,[7 0]
345,54,[0 0]
345,55,[0 6]
345,56,[1 1]
345,57,[0 1]
345,58,[0 2]
345,59,[0 7]
346,0,[5 4]
346,1,[3 5]
346,2,[2 4]
346,3,[5 5]
346,4,[4 5]
346,5,[5 3]
346,6,[5 2]
346,7,[3 2]
346,8,[2 5]
346,9,[5 1]
346,10,[4 2]
346,11,[3 1]
346,12,[4 1]
346,13,[3 0]
346,14,[2 2]
346,15,[1 3]
346,16,[5 0]
346,17,[2 3]
346,18,[1 4]
346,19,[2 1]
346,20,[0 3]
346,21,[4 0]
346,22,[2 0]
346,23,[1 5]
346,24,[2 6]
346,25,[1 2]
346,26,[0 2]
346,27,[3 6]
346,28,[0 4]
346,29,[0 5]
346,30,[0 6]
346,31,[1 0]
346,32,[0 0]
346,33,[2 7]
346,34,[6 0]
346,35,[6 1]
346,36,[3 7]
346,37,[1 6]
346,38,[0 1]
346,39,[1 7]
346,40,[1 1]
346,41,[4 7]
346,42,[0 7]
346,43,[5 7]
346,44,[4 6]
346,45,[7 0]
346,46,[6 2]
346,47,[7 1]
346,48,[7 2]
346,49,[7 3]
346,50,[6 4]
346,51,[6 3]
346,52,[6 5]
346,53,[7 4]
346,54,[7 5]
346,55,[7 6]
346,56,[6 6]
346,57,[5 6]
346,58,[6 7]
346,59,[7 7]
347,0,[5 4]
347,1,[5 3]
347,2,[4 2]
347,3,[3 1]
347,4,[4 1]
347,5,[5 1]
347,6,[4 0]
347,7,[5 5]
347,8,[3 2]
347,9,[2 3]
347,10,[3 0]
347,11,[2 1]
347,12,[2 2]
347,13,[2 0]
347,14,[1 0]
347,15,[1 3]
347,16,[5 0]
347,17,[2 5]
347,18,[1 2]
347,19,[0 2]
347,20,[0 3]
347,21,[0 4]
347,22,[3 5]
347,23,[2 4]
347,24,[1 4]
347,25,[2 6]
347,26,[4 6]
347,27,[5 7]
347,28,[3 6]
347,29,[4 7]
347,30,[6 0]
347,31,[4 5]
347,32,[5 2]
347,33,[6 2]
347,34,[7 2]
347,35,[0 1]
347,36,[6 3]
347,37,[6 1]
347,38,[2 7]
347,39,[1 5]
347,40,[0 5]
347,41,[1 6]
347,42,[0 0]
347,43,[7 4]
347,44,[0 6]
347,45,[6 4]
347,46,[1 1]
347,47,[5 6]
347,48,[3 7]
347,49,[1 7]
347,50,[6 5]
347,51,[6 6]
347,52,[0 7]
347,53,[7 0]
347,54,[7 1]
347,55,[7 3]
347,56,[7 5]
347,57,[7 6]
347,58,[7 7]
347,59,[6 7]
348,0,[5 4]
348,1,[3 5]
348,2,[2 3]
348,3,[3 2]
348,4,[2 4]
348,5,[5 5]
348,6,[4 2]
348,7,[5 3]
348,8,[2 2]
348,9,[1 4]
348,10,[2 5]
348,11,[1 5]
348,12,[4 5]
348,13,[3 6]
348,14,[6 3]
348,15,[1 3]
348,16,[4 6]
348,17,[3 7]
348,18,[0 5]
348,19,[0 4]
348,20,[6 5]
348,21,[2 6]
348,22,[0 2]
348,23,[1 2]
348,24,[5 7]
348,25,[5 6]
348,26,[2 7]
348,27,[4 7]
348,28,[0 3]
348,29,[2 1]
348,30,[2 0]
348,31,[6 4]
348,32,[7 4]
348,33,[7 3]
348,34,[7 2]
348,35,[6 2]
348,36,[7 5]
348,37,[3 1]
348,38,[4 0]
348,39,[3 0]
348,40,[5 2]
348,41,[4 1]
348,42,[5 1]
348,43,[5 0]
348,44,[0 6]
348,45,[1 1]
348,46,[6 0]
348,47,[1 6]
348,48,[1 0]
348,49,[0 0]
348,50,[0 7]
348,51,[0 1]
348,52,[6 6]
348,53,[1 7]
348,54,[6 1]
348,55,[7 0]
348,56,[7 1]
348,57,[7 6]
348,58,[6 7]
348,59,[7 7]
349,0,[5 4]
349,1,[3 5]
349,2,[2 5]
349,3,[5 3]
349,4,[4 5]
349,5,[5 5]
349,6,[3 2]
349,7,[4 6]
349,8,[5 6]
349,9,[3 6]
349,10,[5 7]
349,11,[4 7]
349,12,[3 7]
349,13,[2 4]
349,14,[1 5]
349,15,[1 4]
349,16,[0 3]
349,17,[2 7]
349,18,[1 7]
349,19,[2 6]
349,20,[4 2]
349,21,[5 2]
349,22,[1 3]
349,23,[2 3]
349,24,[1 2]
349,25,[0 5]
349,26,[2 2]
349,27,[0 4]
349,28,[0 6]
349,29,[2 1]
349,30,[3 1]
349,31,[5 1]
349,32,[2 0]
349,33,[4 1]
349,34,[6 5]
349,35,[6 4]
349,36,[7 3]
349,37,[7 4]
349,38,[7 5]
349,39,[6 3]
349,40,[7 2]
349,41,[3 0]
349,42,[4 0]
349,43,[5 0]
349,44,[6 0]
349,45,[0 1]
349,46,[6 2]
349,47,[0 2]
349,48,[0 0]
349,49,[1 0]
349,50,[1 1]
349,51,[6 1]
349,52,[7 1]
349,53,[7 0]
349,54,[1 6]
349,55,[7 6]
349,56,[6 6]
349,57,[7 7]
349,58,[6 7]
349,59,[0 7]
350,0,[5 4]
350,1,[3 5]
350,2,[2 3]
350,3,[5 2]
350,4,[2 4]
350,5,[5 3]
350,6,[5 5]
350,7,[4 5]
350,8,[2 5]
350,9,[4 6]
350,10,[3 2]
350,11,[1 3]
350,12,[3 7]
350,13,[5 7]
350,14,[5 6]
350,15,[6 7]
350,16,[2 2]
350,17,[1 2]
350,18,[4 2]
350,19,[6 3]
350,20,[1 4]
350,21,[0 4]
350,22,[1 5]
350,23,[0 5]
350,24,[0 3]
350,25,[0 2]
350,26,[6 5]
350,27,[7 4]
350,28,[6 4]
350,29,[7 3]
350,30,[6 2]
350,31,[3 1]
350,32,[3 6]
350,33,[7 2]
350,34,[2 6]
350,35,[1 7]
350,36,[2 7]
350,37,[4 7]
350,38,[7 5]
350,39,[7 6]
350,40,[2 1]
350,41,[2 0]
350,42,[4 1]
350,43,[3 0]
350,44,[4 0]
350,45,[5 0]
350,46,[5 1]
350,47,[6 0]
350,48,[0 1]
350,49,[0 0]
350,50,[1 0]
350,51,[6 6]
350,52,[7 0]
350,53,[1 6]
350,54,[0 7]
350,55,[1 1]
350,56,[7 7]
350,57,[0 6]
350,58,[7 1]
350,59,[6 1]
351,0,[5 4]
351,1,[5 5]
351,2,[4 5]
351,3,[5 3]
351,4,[4 2]
351,5,[3 5]
351,6,[2 3]
351,7,[2 2]
351,8,[2 4]
351,9,[1 4]
351,10,[2 5]
351,11,[1 3]
351,12,[3 2]
351,13,[3 1]
351,14,[5 2]
351,15,[1 5]
351,16,[2 1]
351,17,[5 1]
351,18,[0 5]
351,19,[0 3]
351,20,[0 4]
351,21,[1 2]
351,22,[3 0]
351,23,[4 0]
351,24,[5 0]
351,25,[4 1]
351,26,[0 2]
351,27,[2 0]
351,28,[1 0]
351,29,[1 1]
351,30,[6 0]
351,31,[6 1]
351,32,[0 6]
351,33,[1 6]
351,34,[7 0]
351,35,[6 2]
351,36,[0 7]
351,37,[2 6]
351,38,[0 1]
351,39,[0 0]
351,40,[7 2]
351,41,[7 1]
351,42,[6 3]
351,43,[7 3]
351,44,[7 4]
351,45,[6 4]
351,46,[1 7]
351,47,[2 7]
351,48,[3 7]
351,49,[3 6]
351,50,[4 7]
351,51,[4 6]
351,52,[5 6]
351,53,[5 7]
351,54,[6 5]
351,55,[7 5]
351,56,[6 6]
351,57,[7 7]
351,58,[6 7]
351,59,[7 6]
352,0,[5 4]
352,1,[3 5]
352,2,[2 5]
352,3,[5 5]
352,4,[3 2]
352,5,[4 2]
352,6,[4 5]
352,7,[5 3]
352,8,[5 1]
352,9,[2 4]
352,10,[1 3]
352,11,[2 3]
352,12,[1 4]
352,13,[4 1]
352,14,[5 0]
352,15,[3 1]
352,16,[5 2]
352,17,[4 6]
352,18,[6 3]
352,19,[7 2]
352,20,[7 4]
352,21,[6 4]
352,22,[2 2]
352,23,[6 2]
352,24,[2 0]
352,25,[2 1]
352,26,[7 5]
352,27,[6 5]
352,28,[5 7]
352,29,[3 7]
352,30,[5 6]
352,31,[1 2]
352,32,[3 6]
352,33,[2 7]
352,34,[2 6]
352,35,[0 3]
352,36,[0 4]
352,37,[0 5]
352,38,[1 5]
352,39,[1 7]
352,40,[0 1]
352,41,[0 6]
352,42,[3 0]
352,43,[4 0]
352,44,[1 1]
352,45,[6 1]
352,46,[7 3]
352,47,[6 6]
352,48,[7 7]
352,49,[6 7]
352,50,[7 6]
352,51,[0 0]
352,52,[4 7]
352,53,[0 2]
352,54,[1 0]
352,55,[1 6]
352,56,[7 1]
352,57,[7 0]
352,58,[6 0]
352,59,[0 7]
353,0,[5 4]
353,1,[3 5]
353,2,[2 2]
353,3,[3 2]
353,4,[2 3]
353,5,[5 2]
353,6,[2 4]
353,7,[4 5]
353,8,[5 3]
353,9,[4 2]
353,10,[5 5]
353,11,[2 5]
353,12,[2 1]
353,13,[1 4]
353,14,[0 4]
353,15,[1 3]
353,16,[0 3]
353,17,[0 2]
353,18,[0 1]
353,19,[1 5]
353,20,[0 5]
353,21,[4 6]
353,22,[3 1]
353,23,[2 6]
353,24,[4 7]
353,25,[5 7]
353,26,[6 7]
353,27,[5 6]
353,28,[5 1]
353,29,[6 2]
353,30,[1 2]
353,31,[4 1]
353,32,[3 7]
353,33,[5 0]
353,34,[4 0]
353,35,[2 7]
353,36,[1 7]
353,37,[6 4]
353,38,[3 6]
353,39,[3 0]
353,40,[7 4]
353,41,[6 5]
353,42,[7 5]
353,43,[6 6]
353,44,[7 7]
353,45,[7 6]
353,46,[6 3]
353,47,[7 3]
353,48,[7 2]
353,49,[6 1]
353,50,[7 0]
353,51,[7 1]
353,52,[6 0]
353,53,[1 0]
353,54,[2 0]
353,55,[1 1]
353,56,[0 0]
354,0,[5 4]
354,1,[3 5]
354,2,[2 2]
354,3,[3 2]
354,4,[2 3]
354,5,[5 3]
354,6,[2 1]
354,7,[5 5]
354,8,[2 5]
354,9,[2 4]
354,10,[6 5]
354,11,[6 4]
354,12,[1 5]
354,13,[4 2]
354,14,[4 6]
354,15,[1 4]
354,16,[5 1]
354,17,[3 6]
354,18,[7 5]
354,19,[5 6]
354,20,[0 5]
354,21,[6 3]
354,22,[6 2]
354,23,[4 1]
354,24,[5 0]
354,25,[7 2]
354,26,[3 1]
354,27,[7 3]
354,28,[5 7]
354,29,[5 2]
354,30,[2 6]
354,31,[4 5]
354,32,[7 4]
354,33,[7 6]
354,34,[6 6]
354,35,[0 4]
354,36,[1 3]
354,37,[7 7]
354,38,[0 3]
354,39,[6 7]
354,40,[4 7]
354,41,[3 7]
354,42,[2 7]
354,43,[1 7]
354,44,[1 6]
354,45,[0 7]
354,46,[7 1]
354,47,[7 0]
354,48,[0 6]
354,49,[6 1]
354,50,[0 2]
354,51,[1 2]
354,52,[6 0]
354,53,[0 1]
354,54,[1 1]
354,55,[4 0]
354,56,[3 0]
354,57,[0 0]
354,58,[1 0]
354,59,[2 0]
355,0,[5 4]
355,1,[5 3]
355,2,[4 2]
355,3,[3 5]
355,4,[6 4]
355,5,[7 4]
355,6,[2 4]
355,7,[2 2]
355,8,[2 3]
355,9,[2 5]
355,10,[5 5]
355,11,[3 2]
355,12,[1 3]
355,13,[6 5]
355,14,[3 6]
355,15,[5 2]
355,16,[4 1]
355,17,[0 3]
355,18,[5 1]
355,19,[4 0]
355,20,[1 4]
355,21,[0 4]
355,22,[3 1]
355,23,[3 7]
355,24,[2 6]
355,25,[2 7]
355,26,[4 5]
355,27,[2 0]
355,28,[2 1]
355,29,[3 0]
355,30,[6 2]
355,31,[5 0]
355,32,[6 3]
355,33,[7 3]
355,34,[7 2]
355,35,[7 1]
355,36,[1 5]
355,37,[0 5]
355,38,[4 6]
355,39,[5 7]
355,40,[7 5]
355,41,[7 6]
355,42,[4 7]
355,43,[1 0]
355,44,[0 2]
355,45,[0 1]
355,46,[1 2]
355,47,[5 6]
355,48,[6 6]
355,49,[6 1]
355,50,[1 1]
355,51,[6 7]
355,52,[7 7]
355,53,[7 0]
355,54,[6 0]
355,55,[0 0]
355,56,[1 6]
355,57,[0 6]
355,58,[1 7]
356,0,[5 4]
356,1,[5 3]
356,2,[4 2]
356,3,[3 5]
356,4,[4 5]
356,5,[5 1]
356,6,[5 2]
356,7,[5 5]
356,8,[6 5]
356,9,[7 5]
356,10,[2 4]
356,11,[1 3]
356,12,[1 4]
356,13,[1 5]
356,14,[0 4]
356,15,[2 5]
356,16,[3 2]
356,17,[2 3]
356,18,[6 2]
356,19,[0 3]
356,20,[0 2]
356,21,[3 1]
356,22,[5 0]
356,23,[6 3]
356,24,[2 2]
356,25,[1 2]
356,26,[0 5]
356,27,[4 1]
356,28,[0 1]
356,29,[2 1]
356,30,[0 6]
356,31,[7 2]
356,32,[6 4]
356,33,[4 0]
356,34,[7 3]
356,35,[7 4]
356,36,[3 0]
356,37,[2 0]
356,38,[1 0]
356,39,[1 6]
356,40,[6 0]
356,41,[1 1]
356,42,[0 0]
356,43,[6 1]
356,44,[5 6]
356,45,[5 7]
356,46,[7 0]
356,47,[3 6]
356,48,[4 6]
356,49,[4 7]
356,50,[7 1]
356,51,[6 6]
356,52,[7 6]
356,53,[3 7]
356,54,[2 7]
356,55,[7 7]
356,56,[6 7]
356,57,[1 7]
356,58,[0 7]
356,59,[2 6]
357,0,[5 4]
357,1,[5 5]
357,2,[4 5]
357,3,[5 3]
357,4,[6 4]
357,5,[4 6]
357,6,[5 6]
357,7,[7 4]
357,8,[6 3]
357,9,[6 5]
357,10,[4 2]
357,11,[5 2]
357,12,[7 2]
357,13,[5 7]
357,14,[7 6]
357,15,[2 4]
357,16,[2 5]
357,17,[6 2]
357,18,[1 4]
357,19,[5 1]
357,20,[3 2]
357,21,[3 5]
357,22,[2 6]
357,23,[2 3]
357,24,[3 6]
357,25,[2 1]
357,26,[1 3]
357,27,[3 1]
357,28,[2 2]
357,29,[4 1]
357,30,[4 7]
357,31,[7 5]
357,32,[7 3]
357,33,[3 7]
357,34,[3 0]
357,35,[2 0]
357,36,[5 0]
357,37,[4 0]
357,38,[1 0]
357,39,[6 7]
357,40,[2 7]
357,41,[1 7]
357,42,[1 6]
357,43,[0 7]
357,44,[0 6]
357,45,[0 5]
357,46,[1 5]
357,47,[1 1]
357,48,[0 1]
357,49,[0 0]
357,50,[0 2]
357,51,[1 2]
357,52,[0 3]
357,53,[0 4]
357,54,[6 6]
357,55,[7 7]
357,56,[6 0]
357,57,[6 1]
357,58,[7 1]
357,59,[7 0]
358,0,[5 4]
358,1,[3 5]
358,2,[2 2]
358,3,[3 2]
358,4,[2 3]
358,5,[5 3]
358,6,[4 5]
358,7,[5 5]
358,8,[4 2]
358,9,[2 4]
358,10,[2 5]
358,11,[1 4]
358,12,[3 6]
358,13,[2 6]
358,14,[4 6]
358,15,[5 2]
358,16,[1 3]
358,17,[3 7]
358,18,[5 7]
358,19,[4 7]
358,20,[6 3]
358,21,[3 1]
358,22,[6 4]
358,23,[4 1]
358,24,[2 1]
358,25,[6 2]
358,26,[5 6]
358,27,[1 5]
358,28,[0 4]
358,29,[0 5]
358,30,[1 2]
358,31,[0 3]
358,32,[0 2]
358,33,[0 1]
358,34,[2 7]
358,35,[3 0]
358,36,[5 1]
358,37,[4 0]
358,38,[6 0]
358,39,[6 5]
358,40,[6 6]
358,41,[5 0]
358,42,[2 0]
358,43,[1 1]
358,44,[1 0]
358,45,[6 7]
358,46,[7 6]
358,47,[1 7]
358,48,[7 1]
358,49,[7 2]
358,50,[7 3]
358,51,[7 4]
358,52,[7 5]
358,53,[7 7]
358,54,[1 6]
358,55,[0 0]
358,56,[6 1]
358,57,[7 0]
358,58,[0 7]
358,59,[0 6]
359,0,[5 4]
359,1,[5 5]
359,2,[4 5]
359,3,[5 3]
359,4,[4 2]
359,5,[3 5]
359,6,[2 3]
359,7,[4 1]
359,8,[3 6]
359,9,[2 5]
359,10,[1 4]
359,11,[3 2]
359,12,[5 2]
359,13,[2 4]
359,14,[6 4]
359,15,[6 5]
359,16,[2 6]
359,17,[3 7]
359,18,[6 3]
359,19,[2 2]
359,20,[5 1]
359,21,[1 3]
359,22,[1 5]
359,23,[1 2]
359,24,[4 0]
359,25,[7 4]
359,26,[3 1]
359,27,[2 1]
359,28,[2 0]
359,29,[0 3]
359,30,[0 5]
359,31,[2 7]
359,32,[0 4]
359,33,[1 1]
359,34,[4 6]
359,35,[5 6]
359,36,[0 0]
359,37,[1 0]
359,38,[0 2]
359,39,[7 2]
359,40,[3 0]
359,41,[6 2]
359,42,[6 6]
359,43,[0 1]
359,44,[7 3]
359,45,[7 5]
359,46,[6 1]
359,47,[6 7]
359,48,[1 6]
359,49,[1 7]
359,50,[4 7]
359,51,[5 7]
359,52,[0 7]
359,53,[0 6]
359,54,[7 1]
359,55,[7 0]
359,56,[6 0]
359,57,[5 0]
359,58,[7 7]
359,59,[7 6]
360,0,[5 4]
360,1,[5 5]
360,2,[4 5]
360,3,[5 3]
360,4,[4 2]
360,5,[2 4]
360,6,[2 3]
360,7,[3 5]
360,8,[2 5]
360,9,[1 2]
360,10,[3 6]
360,11,[3 2]
360,12,[5 2]
360,13,[3 1]
360,14,[4 1]
360,15,[2 2]
360,16,[1 3]
360,17,[0 4]
360,18,[4 6]
360,19,[1 4]
360,20,[1 5]
360,21,[5 6]
360,22,[3 0]
360,23,[2 1]
